galaxy,source_file,beta_mode,beta_raw,beta_formula,beta,beta_clipped,beta_hit_lower,beta_hit_upper,beta_saturation_ratio,beta_z,beta_numerator,beta_denominator,beta_g_choice,beta_sigma_choice,gbar_char_median,gbar_char_logmean,sigma_char_mean,sigma_char_median,sigma_char_rms,n_sigma_positive,use_dimension_proxy,d_eff_proxy,d_eff_ratio,d_eff_g_hat,d_eff_sigma_hat,d_eff_signed_delta,d_eff_response,formula_g0,formula_sigma0,formula_p,formula_q,formula_lambda_beta,formula_d_ref,formula_dim_sensitivity,formula_dim_g_power,formula_dim_sigma_power,formula_d_min,formula_d_max,formula_dim_response_lambda,formula_dim_transition,formula_dim_response_min,formula_dim_response_max,use_cinfo_ceiling,c_info_kmps,cinfo_quantile,cinfo_margin,sigma_soft_power,sigma_floor_fraction,sigma_weight_mode,sigma_weight_value,sigma_weight_u,sigma_weight_v,sigma_weight_lambda,sigma_weight_g_choice,sigma_weight_sigma_choice,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
NGC5907,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5907_normalized.csv,formula,,15220.696034364577,9910.899769355583,9910.899769355583,False,False,,15220.696034364577,,,gbar_char_logmean,sigma_char_rms,1250.7879660404624,1428.5507842734771,0.38392990639887,0.3681481173842905,0.4671301117460966,19,True,3.8036816439777166,0.34794973790314304,2.5461593456986034,0.8859354769954673,-0.8036816439777166,0.6511462910092427,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,29.392371440258106,25.421526601670884,0.11668124511798658,0.12359953727981524,2309.428214297755,128.30156746098638,19,19,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC5907_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC5907_rotation_curve.png,ok,
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5985_normalized.csv,formula,,50230.69884484139,30719.10463355008,30719.10463355008,False,False,,50230.69884484139,,,gbar_char_logmean,sigma_char_rms,3347.1764769820966,3039.027176141767,0.6568218309332287,0.6440384498117251,0.6675729250845555,33,True,4.015592786985042,0.23374292004434374,5.41657148737674,1.2660852360883734,-1.0155927869850423,0.6115603672654234,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,35.45263632868001,34.49159344248654,0.11932808222438684,0.12476222835934475,1686.4107926170575,52.70033726928305,33,33,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC5985_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC5985_rotation_curve.png,ok,
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,formula,,23766.613821495906,17502.98383054649,17502.98383054649,False,False,,23766.613821495906,,,gbar_char_logmean,sigma_char_rms,1362.6143442616171,1428.604068416839,0.5551151850022982,0.38013226720246623,0.7073826772724426,40,True,3.5219168962835115,0.5268862585857856,2.546254316014739,1.3415864099729147,-0.5219168962835115,0.7364525700634634,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,8.686309027682091,5.293308894569564,0.05536596051431202,0.012575160608285394,456.08421295492326,10.606609603602866,44,44,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC6015_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC6015_rotation_curve.png,ok,
NGC6195,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6195_normalized.csv,formula,,62828.37388314637,36042.066881971245,36042.066881971245,False,False,,62828.37388314637,,,gbar_char_logmean,sigma_char_rms,6786.696482982172,7362.152935486702,0.3117639921771526,0.3262840572595936,0.3394190119404379,3,True,4.404669937841031,0.04905752844238854,13.121839774625297,0.6437250279601457,-1.4046699378410308,0.5736590755795365,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,21.672855503881348,19.94469414675552,0.0825024472605853,0.08798613818035586,347.5857584695842,15.799352657708374,23,23,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC6195_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC6195_rotation_curve.png,ok,
NGC6503,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6503_normalized.csv,formula,,13809.547530168222,18940.33924322564,18940.33924322564,False,False,,13809.547530168222,,,gbar_char_logmean,sigma_char_rms,455.9168646864688,647.0815798473902,0.8347710181858287,0.9223203641854067,0.9419401657644978,27,True,2.635497000155555,1.548954331479881,1.1533176349735172,1.7864363462643618,0.3645029998444449,1.3715394513722288,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,37.09390856504784,31.867996655306705,0.2780130491824019,0.28508707589483295,18002.52898008226,600.0842993360753,31,31,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC6503_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC6503_rotation_curve.png,ok,
NGC6674,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6674_normalized.csv,formula,,20392.96286932179,18163.927937237542,18163.927937237542,False,False,,20392.96286932179,,,gbar_char_logmean,sigma_char_rms,796.4537696614237,1082.2623934094274,0.7140579279922967,0.6717559452164377,0.8096846387872848,14,True,3.1927734483337344,0.796081747428421,1.928956630603079,1.5356071652041383,-0.19277344833373444,0.8906958764958327,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,36.59654541805284,35.27629055277729,0.14101510816110946,0.15237158249442473,3383.9458895792386,241.71042068423134,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC6674_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC6674_rotation_curve.png,ok,
NGC6789,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6789_normalized.csv,formula,,29286.593839067922,40332.9600535671,40332.9600535671,False,False,,29286.593839067922,,,gbar_char_logmean,sigma_char_rms,950.1695608947805,914.6273901386023,1.2980051044464649,1.2344520715915845,1.3421171472613642,4,True,2.629091682949099,1.5614229429590172,1.6301745117291606,2.545391883640925,0.3709083170509011,1.3771816645936978,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,190.7482470643662,189.9785730666171,6.7587819773118065,4.77996833167761,6982.262995088424,2327.420998362808,4,4,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC6789_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC6789_rotation_curve.png,ok,
NGC6946,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6946_normalized.csv,formula,,29701.192610580994,17216.390308398288,17216.390308398288,False,False,,29701.192610580994,,,gbar_char_logmean,sigma_char_rms,3224.3933654391203,3815.497284551094,0.28006625450763034,0.2634417910393922,0.32596348409683185,26,True,4.314181135293362,0.09090591378226318,6.800503122812069,0.6182059505583655,-1.314181135293362,0.5796531652491618,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,11.920787654680696,9.022772853327522,0.05623971398547412,0.03101840912792648,1129.9216154703463,19.823186236321863,58,58,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC6946_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC6946_rotation_curve.png,ok,
NGC7331,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7331_normalized.csv,formula,,61654.95516988841,35871.40714392756,35871.40714392756,False,False,,61654.95516988841,,,gbar_char_logmean,sigma_char_rms,3822.9825423705015,5014.101651064085,0.4107539652629308,0.3514356893714161,0.489691674092841,14,True,4.285924430499652,0.10392114429886337,8.936820391465762,0.9287246014745381,-1.2859244304996524,0.5818089891572373,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,44.18021699008687,30.567276894353913,0.12400502644033803,0.047786523867659685,2177.265603179141,62.20758866226117,36,36,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC7331_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC7331_rotation_curve.png,ok,
NGC7793,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7793_normalized.csv,formula,,40236.85243982667,23702.38550300821,23702.38550300821,False,False,,40236.85243982667,,,gbar_char_logmean,sigma_char_rms,4123.389404761905,3508.6778753242224,0.2853141022159671,0.1634220584364005,0.4702899043609079,20,True,4.202684197282699,0.14262527404734,6.25364744582469,0.8919281807561942,-1.2026841972826992,0.5890715616599138,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,23.717507347270242,18.544576642531165,0.3472498445147615,0.18225869000352157,720.9037085648939,16.020082412553197,46,46,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC7793_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC7793_rotation_curve.png,ok,
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,formula,,67662.93716037506,39551.50062842333,39551.50062842333,False,False,,67662.93716037506,,,gbar_char_logmean,sigma_char_rms,3341.8771299975288,4887.148264294687,0.47929939781883873,0.4475008115276117,0.547857979767777,13,True,4.252700094377491,0.11928526819806567,8.710546635048075,1.0390398915134682,-1.2527000943774906,0.5845371526612589,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,17.206348496520086,11.891538704996314,0.0511867795819284,0.03652674898317206,96.91020387975942,5.700600228221142,18,18,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\NGC7814_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\NGC7814_rotation_curve.png,ok,
PGC51017,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\PGC51017_normalized.csv,formula,,2671.3319394429104,4177.337683780832,4177.337683780832,False,False,,2671.3319394429104,,,gbar_char_logmean,sigma_char_rms,275.5621774891775,254.07000398095437,0.42453513273240623,0.3061023147738123,0.5195262330283164,1,True,2.3788658529215216,2.175847341117636,0.45283844454069294,0.9853073255097129,0.6211341470784784,1.5637658585596779,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,26.031799886118346,23.70448446521672,1.2213569657829293,1.0,656.2314919028125,131.2462983805625,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\PGC51017_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\PGC51017_rotation_curve.png,ok,
UGC00128,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00128_normalized.csv,formula,,4675.083063195795,8385.90096512345,8385.90096512345,False,False,,4675.083063195795,,,gbar_char_logmean,sigma_char_rms,148.5613000584862,147.2859645782757,1.4665044378847822,1.4282365018364453,1.509236210423679,22,True,1.6875722124561856,10.903606943196547,0.2625132682223349,2.862341494070268,1.3124277875438144,1.7937437371200444,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,9.508034864432782,6.660181326423617,0.08365045121880386,0.02653480831428233,478.11344730399884,22.767307014476135,22,22,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC00128_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC00128_rotation_curve.png,ok,
UGC00191,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00191_normalized.csv,formula,,11933.960297704443,16260.31271053182,16260.31271053182,False,False,,11933.960297704443,,,gbar_char_logmean,sigma_char_rms,771.8001612903225,608.3984930448789,0.8413000031330058,0.9270781182422232,0.8744923428084932,9,True,2.6456368000782433,1.5294744122623742,1.0843713265419443,1.6585181973369114,0.3543631999217567,1.3625244516407158,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,63.202309926858796,62.725032470368625,1.2137093580388807,1.2222756754713455,19726.801382743753,2465.850172842969,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC00191_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC00191_rotation_curve.png,ok,
UGC00634,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00634_normalized.csv,formula,,7073.909140249772,12481.533575722508,12481.533575722508,False,False,,7073.909140249772,,,gbar_char_logmean,sigma_char_rms,250.42917462380393,244.05830165626531,1.2934278694609938,1.3606632678071233,1.339473204885823,4,True,1.857598283618686,5.840025989677612,0.43499421406531386,2.5403775155008192,1.142401716381314,1.7644464083803313,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,39.707016855309206,39.57721754528675,0.42500991020695406,0.40165765430489403,2404.4103615108133,801.4701205036044,4,4,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC00634_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC00634_rotation_curve.png,ok,
UGC00731,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00731_normalized.csv,formula,,4634.318635680671,8359.538946310846,8359.538946310846,False,False,,4634.318635680671,,,gbar_char_logmean,sigma_char_rms,111.98871959015825,113.72874023889182,1.8785951308703943,1.9124077778087747,1.938680723448885,12,True,1.608323957784184,18.138877084065232,0.20270297564608566,3.6768043598186164,1.391676042215816,1.8038334442411572,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,71.07542130084835,65.89965467554235,1.28027999126098,0.9461269378531253,8822.73389285395,802.0667175321773,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC00731_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC00731_rotation_curve.png,ok,
UGC00891,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00891_normalized.csv,formula,,4694.785198762439,8349.988615537935,8349.988615537935,False,False,,4694.785198762439,,,gbar_char_logmean,sigma_char_rms,198.90516853932587,179.97916358042096,1.137149404186348,1.1943921237257162,1.2399301818609978,5,True,1.7840644452731647,7.330765658322461,0.32078357621312226,2.3515892242570224,1.2159355547268353,1.7785666994389904,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,49.96864261211869,48.92528763082681,1.0301316885255873,0.9337447709287151,24111.311409871665,6027.827852467916,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC00891_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC00891_rotation_curve.png,ok,
UGC01230,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC01230_normalized.csv,formula,,7292.889928213035,12600.445837926578,12600.445837926578,False,False,,7292.889928213035,,,gbar_char_logmean,sigma_char_rms,394.7866162790698,295.7404102142434,1.078241603140421,1.2293697226407094,1.1372271736267217,10,True,2.0052709923893115,4.0917669660135365,0.5271091638164558,2.1568078639871917,0.9947290076106885,1.727771289839561,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,33.07810852969354,32.326025157368704,0.4182912793502165,0.3284241447756159,102.82426966351292,10.282426966351291,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC01230_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC01230_rotation_curve.png,ok,
UGC01281,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC01281_normalized.csv,formula,,5405.515919769332,9570.230554443851,9570.230554443851,False,False,,5405.515919769332,,,gbar_char_logmean,sigma_char_rms,220.0106,206.2031812560267,1.138202475758732,1.1287457134890322,1.2340655805889036,23,True,1.8278272315534425,6.368207599390842,0.3675236210344666,2.34046671642733,1.1721727684465575,1.7704564553113442,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,62.53356780772274,60.103467314090004,2.271548738774851,1.5621804274850952,4731.195450345831,197.13314376440962,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC01281_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC01281_rotation_curve.png,ok,
UGC02023,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02023_normalized.csv,formula,,4374.843536722383,3908.013984910004,3908.013984910004,False,False,,4374.843536722383,,,gbar_char_logmean,sigma_char_rms,520.4113531353136,526.9971891872327,0.32805924445391865,0.2996192783285167,0.3965194750284134,2,True,3.1880114913045254,0.8006276010326604,0.9392867465249973,0.7520188945520812,-0.18801149130452544,0.8932922862511957,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,15.00309085195196,11.662950616282934,0.4576385777398543,0.1501226393469616,14.903625525677613,3.7259063814194033,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC02023_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC02023_rotation_curve.png,ok,
UGC02259,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02259_normalized.csv,formula,,12939.46845774878,21944.747833829242,21944.747833829242,False,False,,12939.46845774878,,,gbar_char_logmean,sigma_char_rms,462.5418891887065,425.073541303607,1.3420952784971332,1.2959901131057108,1.3495766941771716,8,True,2.103164774471151,3.378374815999891,0.7576244272966549,2.5595392851653593,0.8968352255288492,1.695954351253715,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,97.77518760867537,96.57690956778197,1.2653132325517258,1.05915491831797,18876.809955164048,2696.687136452007,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC02259_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC02259_rotation_curve.png,ok,
