galaxy,source_file,beta_mode,beta_raw,beta_formula,beta,beta_clipped,beta_hit_lower,beta_hit_upper,beta_ceiling_theory,beta_ceiling_theory_median,beta_ceiling_theory_n_valid,beta_saturation_ratio,beta_z,beta_numerator,beta_denominator,beta_g_choice,beta_sigma_choice,gbar_char_median,gbar_char_logmean,sigma_char_mean,sigma_char_median,sigma_char_rms,n_sigma_positive,use_dimension_proxy,d_eff_proxy,d_eff_ratio,d_eff_g_hat,d_eff_sigma_hat,d_eff_signed_delta,d_eff_response,formula_g0,formula_sigma0,formula_p,formula_q,formula_lambda_beta,formula_d_ref,formula_dim_sensitivity,formula_dim_g_power,formula_dim_sigma_power,formula_d_min,formula_d_max,formula_dim_response_lambda,formula_dim_transition,formula_dim_response_min,formula_dim_response_max,sigma_weight_mode,sigma_weight_value,sigma_weight_u,sigma_weight_v,sigma_weight_lambda,sigma_weight_g_choice,sigma_weight_sigma_choice,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
UGC06614,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06614_normalized.csv,formula,,78864338310.3117,50592729279.398384,50592729279.398384,False,False,88153297433.22386,123958737878.18608,6,0.8946272074513317,8.490115767199887,,,gbar_char_logmean,sigma_char_rms,2271.783236040609,1482.1753118404506,0.322461324014643,0.0,0.4985148816392981,6,True,3.8733936583835016,0.3578927383437782,2.6417363412989108,0.9454582531697411,-0.8733936583835016,0.641515929295298,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,127592.6908238686,85492.43340316298,426.4067913032523,0.29581409318551694,1268311196.5417788,105692599.7118149,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC06614_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC06614_rotation_curve.png,ok,
UGC06628,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06628_normalized.csv,formula,,139579609598.71725,88999890472.06026,88999890472.06026,False,False,2493220375469.9688,2493220375469.9688,1,0.05598366312581041,0.05930370157701141,,,gbar_char_logmean,sigma_char_rms,522.4674487471526,532.8048115084978,0.005149709116194771,0.0,0.01362484964577359,1,True,6.063526772707889,0.02721058724778862,0.9496378884041411,0.025840204616226634,-3.063526772707889,0.6376281659472285,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,21394.135924565922,8092.692072177231,212.95363203654307,0.19023297675337686,46846432.35937672,7807738.726562787,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC06628_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC06628_rotation_curve.png,ok,
UGC06667,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06667_normalized.csv,formula,,31960709609.14881,48464417685.611534,48464417685.611534,False,True,48464417685.611534,61196532337.13418,9,0.6594675255664433,1.9365774928320847,,,gbar_char_logmean,sigma_char_rms,154.1405714285714,124.05541688680894,1.4897765875042384,1.4686374283195307,1.503815972802123,9,True,0.8264280568897049,12.898918394730783,0.22110859660584303,2.852061743992217,2.173571943110295,1.5683064896672352,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,268636.2581501754,268016.90364377457,4652.254842049958,3450.3523879032177,59595878397.12517,7449484799.640646,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC06667_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC06667_rotation_curve.png,ok,
UGC06786,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06786_normalized.csv,formula,,67224759555.20724,42865275066.28679,42865275066.28679,False,False,69033353173.9135,676121921408.1167,39,0.9738011622563092,37.16963217159591,,,gbar_char_logmean,sigma_char_rms,7267.390083333333,5301.8250205954455,0.3665019822712988,0.12589322898164934,0.5512606867484545,39,True,4.871264690090655,0.11063842017505705,9.449640484649038,1.04549329444383,-1.8712646900906549,0.637641180867064,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,125161.30210064288,102643.07866280129,471.8168855935575,347.1553833301037,144151396390.40598,3276168099.781954,45,45,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC06786_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC06786_rotation_curve.png,ok,
UGC06787,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06787_normalized.csv,formula,,60243740239.96414,38413183453.13289,38413183453.13289,False,False,61230993960.34994,176546335614.17505,37,0.9838765687680149,61.021537823551526,,,gbar_char_logmean,sigma_char_rms,7986.838723076924,8462.316507365202,0.32431207928166506,0.044510349109936745,0.5480150028560073,37,True,5.2737201393233,0.06890924914838911,15.082702343301992,1.0393376936055894,-2.2737201393233004,0.6376294582661151,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,111453.55478413275,74122.04103608475,306.10983486717834,176.46851800797992,205496881825.40167,2935669740.362881,71,71,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC06787_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC06787_rotation_curve.png,ok,
UGC06818,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06818_normalized.csv,formula,,72122215708.518,90774249675.02162,90774249675.02162,False,False,97495601820.52129,117191699331.03755,5,0.7397484026129415,2.8424355894067874,,,gbar_char_logmean,sigma_char_rms,466.52635174893754,474.2857438586534,0.4165937196512789,0.4259473319849431,0.5623065232760326,5,True,2.8025043349804784,1.2615584745299309,0.845337171454833,1.0664422724840057,0.19749566501952165,1.2586170403012273,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,194411.64231415308,149887.62598464204,2275.216743763513,3300.6334710233587,10490014962.721874,1498573566.1031249,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC06818_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC06818_rotation_curve.png,ok,
UGC06917,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06917_normalized.csv,formula,,98185619738.92957,80589575459.02785,80589575459.02785,False,False,115929645703.79315,137933135299.51416,11,0.8469414285091443,5.533446577082056,,,gbar_char_logmean,sigma_char_rms,748.2353682487725,800.3939649736453,0.5891831557958612,0.6515875803049213,0.6196304224159144,11,True,3.1647896318556086,0.8237648589704307,1.4265720173153278,1.175159896654924,-0.16478963185560858,0.8207879694940188,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,217808.48212355614,213141.83612020715,2240.8619358613646,2290.0944101819405,31307381119.3668,3130738111.93668,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC06917_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC06917_rotation_curve.png,ok,
UGC06923,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06923_normalized.csv,formula,,145861624057.59653,93302670182.47238,93302670182.47238,False,False,175028262184.20007,198330701718.37897,4,0.8333604084127367,5.000974861225191,,,gbar_char_logmean,sigma_char_rms,1134.680917912405,1238.3223750453294,0.2948791054005948,0.3939390586623493,0.3644865464257545,4,True,3.986775606305301,0.31320026210442764,2.207108156685428,0.6912668531666962,-0.9867756063053008,0.6396656473921466,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,165806.8005701133,135054.17005523504,1730.4778070185378,2525.379692652684,7557476530.704751,1511495306.1409502,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC06923_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC06923_rotation_curve.png,ok,
UGC06930,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06930_normalized.csv,formula,,88770153787.69957,100381007032.74629,100381007032.74629,False,False,111783569722.6936,149985268082.30585,10,0.7941252369012332,3.8573219220670487,,,gbar_char_logmean,sigma_char_rms,580.5852936196032,579.6618449525785,0.582829496068722,0.5994085327423395,0.6113944122455258,10,True,2.901903146719798,1.1223313256735707,1.0331529268114272,1.1595398939717987,0.09809685328020201,1.1307968134516804,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,241779.6651467308,236188.0646726315,2391.542532818138,2395.614179540831,15663112327.144968,1740345814.1272187,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC06930_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC06930_rotation_curve.png,ok,
UGC06973,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06973_normalized.csv,formula,,2254543459123.0405,1437560378591.5835,1437560378591.5835,False,False,6981528481527.19,6981528481527.19,1,0.3229297803609139,0.47695168240164576,,,gbar_char_logmean,sigma_char_rms,9035.44296992481,11789.680600410595,0.001430369965410047,0.0,0.004291109896230142,1,True,9.677875217912678,0.0003872950370394446,21.013187472228033,0.00813830322037335,-6.677875217912678,0.6376281516217733,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,45285.94320147206,15160.559747558647,84.2434517420067,0.41224070161851617,311308618.08700806,38913577.26087601,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC06973_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC06973_rotation_curve.png,ok,
UGC06983,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06983_normalized.csv,formula,,71702513713.57045,87327056268.81683,87327056268.81683,False,True,87327056268.81683,100807320072.41852,16,0.821080164351931,4.5890952301508685,,,gbar_char_logmean,sigma_char_rms,442.7627637614679,494.99017992570657,0.8094250785412715,0.8885782338000905,0.841697972822903,16,True,2.4959550795480006,1.8093976938337246,0.882239460102805,1.5963220445191255,0.5040449204519994,1.4950738479062822,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,265764.9258058874,257202.1105324428,2475.6247618759116,2604.957799553583,44763983808.56346,2797748988.0352163,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC06983_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC06983_rotation_curve.png,ok,
UGC07089,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07089_normalized.csv,formula,,93233494811.80656,78970866537.2041,78970866537.2041,False,False,140886505886.02048,231025203950.3685,11,0.6617631278841851,1.9565079458799886,,,gbar_char_logmean,sigma_char_rms,463.2386382229107,484.8245974981575,0.33033344243155316,0.3523260610367894,0.3884784442202887,11,True,3.1355229690599913,0.8526221572488428,0.8641209633805922,0.7367686799215089,-0.13552296905999128,0.8470224858202321,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,161453.3172812787,148241.3805767734,2504.12073267166,2675.626564740588,10937744514.657131,994340410.4233756,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC07089_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC07089_rotation_curve.png,ok,
UGC07125,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07125_normalized.csv,formula,,74192353114.4355,112718956520.57596,112718956520.57596,False,False,149879758133.28214,186450331617.14355,12,0.4950124956063725,0.9802470185886427,,,gbar_char_logmean,sigma_char_rms,195.46571428571426,230.83766476417622,0.3935552944603017,0.47897462575074795,0.4286724534493823,12,True,2.4210742632072138,1.9760286577079726,0.4114305798218173,0.8129986163853186,0.5789257367927862,1.5192799768288303,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,210563.69493754246,198947.20191063505,3332.171112890374,3593.449515657775,101465289416.34526,8455440784.695438,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC07125_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC07125_rotation_curve.png,ok,
UGC07151,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07151_normalized.csv,formula,,135719059927.74315,89779115454.60909,89779115454.60909,False,False,166154579569.79282,186012764839.24304,10,0.8168240699663334,4.459232552094623,,,gbar_char_logmean,sigma_char_rms,897.0361666666668,909.1989800239639,0.4113824009069274,0.4538555096590238,0.446152915060188,10,True,3.5523227902027776,0.522154625314452,1.620499253909957,0.8461511807477026,-0.5523227902027776,0.661507053632758,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,192117.45965980174,180679.24279348817,2719.205712165382,3005.168831879655,64325160602.08881,6432516060.208881,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC07151_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC07151_rotation_curve.png,ok,
UGC07232,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07232_normalized.csv,formula,,98167256937.45944,63187236838.783676,63187236838.783676,False,False,113945624671.55904,877648042054.8217,4,0.8615272172180395,6.22163576054221,,,gbar_char_logmean,sigma_char_rms,1218.6287596006146,1225.2857735396542,0.32390976223481704,0.24669402104832716,0.451449761360941,4,True,3.7959013964258346,0.39205443500242526,2.183872535575392,0.8561969130523241,-0.7959013964258346,0.6436691704550643,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,143032.35613933404,119684.03704977097,3647.0976959663803,4201.056874775501,7514510524.433163,2504836841.4777207,4,4,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC07232_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC07232_rotation_curve.png,ok,
UGC07261,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07261_normalized.csv,formula,,88919893338.96901,101107192783.94006,101107192783.94006,False,False,107950197653.1505,125934971830.58347,7,0.8237121864720727,4.6725418506684315,,,gbar_char_logmean,sigma_char_rms,682.9812073490813,632.0580493809181,0.6470505045876703,0.7136660815280809,0.6703231174070842,7,True,2.897244077302439,1.128500004000766,1.1265406362670625,1.2713011125344054,0.10275592269756118,1.137059312459049,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,255709.6144037849,253151.1533760819,3868.7389705472983,3658.6748495883617,14287600303.716066,2381266717.286011,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC07261_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC07261_rotation_curve.png,ok,
UGC07323,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07323_normalized.csv,formula,,156512663946.96848,100035050118.89018,100035050118.89018,False,False,217480779099.0928,293298058969.8562,8,0.7196620528734411,2.5671232177089056,,,gbar_char_logmean,sigma_char_rms,938.6746986175115,935.5176888288884,0.21452123623387798,0.22021199111020637,0.2592733147787017,8,True,4.037940592261439,0.29490365207300223,1.6674080702629288,0.49172472941653483,-1.0379405922614389,0.6391498783305182,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,146430.88881144664,127707.32355605318,2121.3928805925484,2287.5105149376286,14316717877.605013,1590746430.8450015,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC07323_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC07323_rotation_curve.png,ok,
UGC07399,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07399_normalized.csv,formula,,51884102370.16573,58100868723.97305,58100868723.97305,False,True,58100868723.97305,67539633707.15057,10,0.89300045781859,8.34583438034317,,,gbar_char_logmean,sigma_char_rms,503.45770818580934,561.0610296982485,1.2709054263515167,1.3317341400017866,1.2960904401429068,10,True,2.2355196290481953,2.458099945698622,1.0,2.458099945698622,0.7644803709518047,1.5507505074342671,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,271646.85608296335,270043.81859932106,3128.827586349038,2977.1426899649705,74189919632.01357,8243324403.557063,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC07399_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC07399_rotation_curve.png,ok,
UGC07524,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07524_normalized.csv,formula,,71737727077.33418,100827335223.28244,100827335223.28244,False,True,100827335223.28244,114527031709.83525,30,0.7114908563086664,2.4660946519943474,,,gbar_char_logmean,sigma_char_rms,283.75669691470057,299.001174426733,0.7638965947793888,0.7842607039499573,0.78144473095007,30,True,2.1306135191813858,2.780991793950381,0.5329209454941874,1.4820487762436136,0.8693864808186142,1.5585898015163129,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,277464.04872048827,272479.28496081015,4641.343927578827,4209.362234643016,212397177553.1602,7079905918.438673,31,31,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC07524_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC07524_rotation_curve.png,ok,
UGC07559,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07559_normalized.csv,formula,,80899743682.90404,119230293847.51776,119230293847.51776,False,False,155654078163.28168,165998791785.26172,5,0.5197405981103812,1.0822080651943937,,,gbar_char_logmean,sigma_char_rms,269.80758620689653,259.9692146886231,0.34333159833981564,0.44694221672164813,0.41738054393077556,5,True,2.544786017143891,1.7083805281068578,0.4633528278170389,0.7915829486858789,0.45521398285610903,1.4738031101168227,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,202301.36039268118,169576.84635571885,6051.271125256558,8432.13467708122,27459372074.601143,4576562012.433524,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC07559_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC07559_rotation_curve.png,ok,
UGC07577,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07577_normalized.csv,formula,,33194542242.38392,23969824544.554565,23969824544.554565,False,False,329313759683.6123,1244071958989.629,2,0.10079913537252597,0.11209857478760944,,,gbar_char_logmean,sigma_char_rms,160.38688741721853,142.72823697664685,0.03494990823688618,0.0,0.092024875892693,2,True,3.320256838055841,0.6860719655877432,0.2543898603212727,0.174529751496207,-0.3202568380558408,0.7221013734585886,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,28936.33941133624,12494.189681337524,725.5363926447274,0.20049905939983864,749913487.7202935,93739185.96503669,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC07577_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC07577_rotation_curve.png,ok,
