r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_mass_i,weight_geom_i,weight_mass_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,source_file,structure_2002_preferred_name,structure_2002_catalog_name_normalized,structure_2002_RFGC_int,structure_2002_Dist,structure_2002_Re,structure_2002_Z0,structure_2002_z0_over_re,structure_2002_S0,structure_2002_RAJ2000_deg,structure_2002_DEJ2000_deg,structure_2002_Note,structure_2002_has_ned_link_flag,structure_2002_has_simbad_link_flag,structure_2002_source_catalog,structure_2002__Glon,structure_2002__Glat,structure_2002__RAJ2000,structure_2002__DEJ2000,structure_2002__RAB1950,structure_2002__DEB1950,structure_2002__Elon2000,structure_2002__Elat2000,structure_2002_RFGC,structure_2002__RA,structure_2002__DE,structure_2002_NED,structure_2002_Simbad,structure_2002_biz_name,structure_2002_biz_name_norm,structure_2002_biz_catalog_token,structure_2002_RA_match_deg,structure_2002_DE_match_deg,structure_2002_biz_aname_norm,structure_2002_biz_aname_token,structure_2002_biz_ned_norm,structure_2002_biz_ned_token,structure_2002_matched,structure_2002_match_reason,structure_2002_matched_sparc_name,structure_2002_matched_sparc_index,structure_2002_matched_sep_deg,structure_2002___source_catalog__
3.38,78.2,44.11988780584103,3.69,UGC08490,22.11,38.18,0.0,1809.242603550296,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,2,2.2187372944800465,0.027438059332216103,0.9983218103434569,0.026613276958215137,0.026568614832097145,0.13017879662613066,165497.62155622002,2.04402617979575,2.2566438531827324,0.09817671809256663,0.4524959384609842,1508613748.0385149,0.9091042123392795,0.0018361169360190388,0.016235538066400067,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,1885.8129283529556,79.8376333431358,91.21738977756922,-13.017389777569221,34.08011219415897,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.72,78.8,43.91853595009743,3.69,UGC08490,23.77,36.93,0.0,1669.2043010752686,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,2,2.2187372944800465,0.027438059332216103,0.9983218103434569,0.026613276958215137,0.026568614832097145,0.13017879662613066,165497.62155622002,2.04402617979575,2.2566438531827324,0.09817671809256663,0.4524959384609842,1508613748.0385149,0.9091042123392795,0.0018361169360190388,0.016235538066400067,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,1556.8477005055138,76.10173089937253,87.8653017173475,-9.06530171734751,34.88146404990257,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.39,79.2,42.21027836913659,3.69,UGC08490,24.74,34.2,0.0,1428.8473804100229,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,3,2.222732077544667,0.003676609395288466,0.9942575625677151,0.009507509395927816,0.009452913118084839,0.1462487489268749,165497.62155622002,2.0231085864671536,2.2477296524559836,0.06261180679785332,0.5,1825369211.387745,1.0,0.00583090000063935,0.002162711408993215,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,1255.8994662216667,74.2522636470641,85.4113941855132,-6.2113941855132,36.989721630863414,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74,79.2,40.773468088942344,3.69,UGC08490,24.74,32.41,0.0,1323.3417721518988,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,3,2.222732077544667,0.003676609395288466,0.9942575625677151,0.009507509395927816,0.009452913118084839,0.1462487489268749,165497.62155622002,2.0231085864671536,2.2477296524559836,0.06261180679785332,0.5,1825369211.387745,1.0,0.00583090000063935,0.002162711408993215,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,1077.2766162371852,71.45831764717288,82.27251582979737,-3.072515829797368,38.42653191105766,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.08,78.8,39.16477243646387,3.69,UGC08490,23.87,31.05,0.0,1222.3307086614172,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,3,2.222732077544667,0.003676609395288466,0.9942575625677151,0.009507509395927816,0.009452913118084839,0.1462487489268749,165497.62155622002,2.0231085864671536,2.2477296524559836,0.06261180679785332,0.5,1825369211.387745,1.0,0.00583090000063935,0.002162711408993215,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,937.8999047899196,69.02558595428793,79.36252841443996,-0.5625284144399672,39.63522756353613,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.41,78.5,37.26605157512666,3.69,UGC08490,22.31,29.85,0.0,1139.0480591497228,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,3,2.222732077544667,0.003676609395288466,0.9942575625677151,0.009507509395927816,0.009452913118084839,0.1462487489268749,165497.62155622002,2.0231085864671536,2.2477296524559836,0.06261180679785332,0.5,1825369211.387745,1.0,0.00583090000063935,0.002162711408993215,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,826.969297732705,66.88724766899841,76.56802531562332,1.9319746843766836,41.23394842487334,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.75,80.1,36.600875672584664,3.69,UGC08490,22.6,28.79,0.0,1115.8278260869563,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,3,2.222732077544667,0.003676609395288466,0.9942575625677151,0.009507509395927816,0.009452913118084839,0.1462487489268749,165497.62155622002,2.0231085864671536,2.2477296524559836,0.06261180679785332,0.5,1825369211.387745,1.0,0.00583090000063935,0.002162711408993215,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,732.0626118100743,64.87958090114275,74.49150366255152,5.6084963374484715,43.49912432741533,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.42,80.1,35.44658657755355,3.69,UGC08490,22.99,26.98,0.0,999.3785046728972,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,4,2.21937364181871,0.0019394760761144436,0.9975467294968947,0.004608810486111272,0.004597503827291293,0.15406450543327008,165497.62155622002,2.0151273973282553,2.237352066430369,0.04593175853018373,0.5218137509417109,1991907456.4012516,1.0446221208041784,0.0024724642746827286,0.0011408682800673202,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,618.6204815423359,63.02018320745979,72.30493753196801,7.795062468031986,44.65341342244644,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.77,80.1,34.84153412236608,3.69,UGC08490,22.99,26.18,0.0,947.711964549483,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,4,2.21937364181871,0.0019394760761144436,0.9975467294968947,0.004608810486111272,0.004597503827291293,0.15406450543327008,165497.62155622002,2.0151273973282553,2.237352066430369,0.04593175853018373,0.5218137509417109,1991907456.4012516,1.0446221208041784,0.0024724642746827286,0.0011408682800673202,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,556.3101879968656,61.369536194587454,70.57019535709661,9.529804642903386,45.25846587763392,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.11,79.8,34.18422004375703,3.69,UGC08490,22.8,25.47,0.0,895.6455696202531,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,4,2.21937364181871,0.0019394760761144436,0.9975467294968947,0.004608810486111272,0.004597503827291293,0.15406450543327008,165497.62155622002,2.0151273973282553,2.237352066430369,0.04593175853018373,0.5218137509417109,1991907456.4012516,1.0446221208041784,0.0024724642746827286,0.0011408682800673202,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,504.3768550750915,59.88421694890817,68.95419015247658,10.845809847523412,45.61577995624297,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.44,79.8,34.435581888505965,3.69,UGC08490,23.87,24.82,0.0,855.9193548387096,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,4,2.21937364181871,0.0019394760761144436,0.9975467294968947,0.004608810486111272,0.004597503827291293,0.15406450543327008,165497.62155622002,2.0151273973282553,2.237352066430369,0.04593175853018373,0.5218137509417109,1991907456.4012516,1.0446221208041784,0.0024724642746827286,0.0011408682800673202,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,460.62603363541905,58.54107694813547,67.91809030182988,11.88190969817012,45.36441811149403,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.78,79.5,34.13930286341535,3.69,UGC08490,24.06,24.22,0.0,812.3714652956298,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,4,2.21937364181871,0.0019394760761144436,0.9975467294968947,0.004608810486111272,0.004597503827291293,0.15406450543327008,165497.62155622002,2.0151273973282553,2.237352066430369,0.04593175853018373,0.5218137509417109,1991907456.4012516,1.0446221208041784,0.0024724642746827286,0.0011408682800673202,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,421.2453858922677,57.24761219685798,66.65419043272405,12.84580956727595,45.36069713658465,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.46,78.8,32.696645087837375,3.69,UGC08490,23.09,23.15,0.0,733.9763593380613,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,5,2.2198941582449825,0.0005205164262722661,0.9970167597479405,0.003827039177275129,0.003815622199955273,0.1605129069511945,165497.62155622002,2.011037750071705,2.2338467528243746,0.03625064733298809,0.542635991667567,2165695188.373645,1.089239307360785,0.0029929807009549947,0.0003079978853682049,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,371.1598501290671,56.03581294218821,64.87744548062838,13.922554519371616,46.10335491216262,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8,77.9,32.5522180503879,3.69,UGC08490,23.38,22.65,0.0,689.5920454545455,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,5,2.2198941582449825,0.0005205164262722661,0.9970167597479405,0.003827039177275129,0.003815622199955273,0.1605129069511945,165497.62155622002,2.011037750071705,2.2338467528243746,0.03625064733298809,0.542635991667567,2165695188.373645,1.089239307360785,0.0029929807009549947,0.0003079978853682049,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,343.0333720234703,54.942639851089595,63.86188670722576,14.038113292774248,45.347781949612106,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.13,77.2,31.829610428027546,3.69,UGC08490,22.8,22.21,0.0,652.775465498357,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,5,2.2198941582449825,0.0005205164262722661,0.9970167597479405,0.003827039177275129,0.003815622199955273,0.1605129069511945,165497.62155622002,2.011037750071705,2.2338467528243746,0.03625064733298809,0.542635991667567,2165695188.373645,1.089239307360785,0.0029929807009549947,0.0003079978853682049,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,318.68392813909276,53.94056232474701,62.63152851328089,14.568471486719112,45.37038957197245,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.47,77.6,31.114115767606187,3.69,UGC08490,22.21,21.79,0.0,635.8775079197464,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,5,2.2198941582449825,0.0005205164262722661,0.9970167597479405,0.003827039177275129,0.003815622199955273,0.1605129069511945,165497.62155622002,2.011037750071705,2.2338467528243746,0.03625064733298809,0.542635991667567,2165695188.373645,1.089239307360785,0.0029929807009549947,0.0003079978853682049,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,296.2113931673025,52.96340145132632,61.42646085600533,16.173539143994667,46.48588423239381,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.77,76.6,30.863068544783424,3.69,UGC08490,22.21,21.43,0.0,600.5690890481064,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,5,2.2198941582449825,0.0005205164262722661,0.9970167597479405,0.003827039177275129,0.003815622199955273,0.1605129069511945,165497.62155622002,2.011037750071705,2.2338467528243746,0.03625064733298809,0.542635991667567,2165695188.373645,1.089239307360785,0.0029929807009549947,0.0003079978853682049,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,278.299604616492,52.143907957719534,60.59303703482048,16.00696296517951,45.73693145521657,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.15,77.6,30.777426793024787,3.69,UGC08490,22.5,21.0,0.0,593.2768472906403,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,5,2.2198941582449825,0.0005205164262722661,0.9970167597479405,0.003827039177275129,0.003815622199955273,0.1605129069511945,165497.62155622002,2.011037750071705,2.2338467528243746,0.03625064733298809,0.542635991667567,2165695188.373645,1.089239307360785,0.0029929807009549947,0.0003079978853682049,0.20971862619372814,0.016891199365940635,0.9892373107121228,3.396283366859726,2.2169011775440275,2.209718626193728,0.007182551350299438,1.0316956748568178,6.990620873157605,1.6891199366940632,1.3585133467442905,1.0,165497.62155622002,257.8514822441461,51.15850412959788,59.70295256332038,17.897047436679614,46.82257320697521,UGC08490_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.52,7.31,11.776459569836767,2.12,UGC08837,-3.67,11.19,0.0,102.76173076923077,UGC08837,UGC8837,Bizyaev_2014,,False,unique_to_2014,SDSSJ135430.12+535852.0,,EON_208.625_53.981,SDSSJ135430.12+535852.0,,208.625473,53.981133,r,3.6,0.1,0.93,0.08,0.2583333333333333,3.870967741935484,21.11,0.32,0.124,17.52,0.09,SC,20759.0,SDSSJ135430.12+535852.0,NED,thick_like,SDSSJ135430.12+535852.0,SDSSJ135430.12+535852.0,,208.625473,53.981133,SDSSJ135430.12+535852.0,,NED,,True,coord_exact,UGC08837,160.0,0.0845698319889964,Bizyaev_2014,0.35,1,2.1778031357393886,0.2678120275099918,0.8589991667599699,0.2420891231319859,0.20795435505202764,0.3264883374316834,1000000.0,2.1892447204981793,2.1648614992185284,0.21148036253776437,0.18696789149467638,111591795.45525987,0.47954533061244314,0.2370185019058737,0.170580909242033,0.31170914949438444,0.2678120275099918,0.9197233004795455,2.089010992695987,2.4148216376452623,2.3117091494943844,0.10311248815087781,1.17792704087861,10.390304983179481,26.781202751099176,0.8356043970787947,1.0,2738908.2311403467,1207427.283401196,792.3775535492042,792.4650606611133,-785.1550606611133,-4.4664595698367675,UGC08837_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
